,index,ï»¿,author,total_followers,total_following,number_posts,shortcode,timestamp,Date,time,likes,comments,engagement,average_engagement,caption,text,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,Tag_6,Tag_7,Tag_8,Tag_9,Tag_10,Tag_11,neg,neu,pos,compound
263,263,263,Ninja,13759895,263,1155,CRhlu59gwai,1626732229,44396.91932,44396.91932,89418,380,0.652606724,1.594023186,"Photo shared by Tyler Blevins on July 19, 2021 tagging @gucci, @nadeshot, @100thieves, and @100thievesgaming. May be an image of standing.",Shoutout to 100thieves  for this sick collab with gucci,,,,,,,,,,,,0.326,0.674,0.0,-0.596
264,264,264,markiplier,9086425,75,1071,CQqx96fD8ev,1624893163,44375.63383,44375.63383,881691,40060,10.14426466,5.85832712,,BIRTHDAY BIRTHDAY it is MY BIRTHDAY Amy made me a key lime cheesecake and I ate it for breakfast because SHUT UP IT IS MY BIRTHDAY,,,,,,,,,,,,0.0,1.0,0.0,0.0
265,265,265,markiplier,9086425,75,1071,CQPESvSpKAe,1623963234,44364.870760000005,44364.870760000005,560442,2031,6.190256344,5.85832712,"Photo shared by Markiplier on June 17, 2021 tagging @liotipton. May be an image of one or more people.",Stuck next to this nerd on the way home liotipton its gonna be a long flightOh also were done filming The Edge of Sleep,,,,,,,,,,,,0.176,0.824,0.0,-0.5423
266,266,266,markiplier,9086425,75,1071,CQCF_SqgXiw,1623527915,44359.83235,44359.83235,390690,844,4.308999414,5.85832712,"Photo shared by Markiplier on June 12, 2021 tagging @officialfranzd. May be an image of 2 people and indoor.",The Matteo to my Dave Star of The Edge of Matteo officialfranzd  Was an absolute pleasure to work with you and learn from you Here we are nearly collapsing from exhaustion after wrapping the show at around 4am Please show Franz all the love in the world for bringing Matteo to life,,,,,,,,,,,,0.076,0.759,0.165,0.7579
267,267,267,markiplier,9086425,75,1071,CP3-Q2bg0Id,1623188504,44355.90398,44355.90398,462526,3265,5.126229513,5.85832712,,Epic tandem bike ride with liotipton,,,,,,,,,,,,0.0,1.0,0.0,0.0
268,268,268,markiplier,9086425,75,1071,CP3tA-BgpFa,1623179278,44355.7972,44355.7972,699458,5857,7.7622937510000005,5.85832712,"Photo by Markiplier on June 08, 2021. May be an image of 1 person, mountain, nature and tree.",Nice view ,,,,,,,,,,,,0.0,0.263,0.737,0.4215
269,269,269,markiplier,9086425,75,1071,CPrAuixJ8Ua,1622753405,44350.86811,44350.86811,506333,2074,5.595236851,5.85832712,"Photo by Markiplier on June 03, 2021. May be an image of 1 person, standing and indoor.",Absolutely CLOBBERED myself today while was trying to take a pic for cloakbrand s Full Color line 10 of proceeds to the Trevor Project Hopefully my pain properly illustrates the line of clothing Check out the collection at cloakbrandcom link also in bio maybe unless I forgot to put it there then just use google you heathens,,,,,,,,,,,,0.057,0.897,0.047,-0.1531
270,270,270,markiplier,9086425,75,1071,CPlQ74Rg9iS,1622560648,44348.63713,44348.63713,309170,1178,3.415512702,5.85832712,,Time to wake up and listen to DistractibleMade by smiledog15578,,,,,,,,,,,,0.0,1.0,0.0,0.0
271,271,271,markiplier,9086425,75,1071,CO-uZ-JJEWQ,1621267404,44333.669030000005,44333.669030000005,472864,2057,5.2267090739999995,5.85832712,"Photo by Markiplier on May 17, 2021. May be an image of 2 people and text.",DISTRACTIBLE IS HERE Listen to our first episode right now on Apple Podcasts and Spotify,,,,,,,,,,,,0.188,0.812,0.0,-0.4995
272,272,272,markiplier,9086425,75,1071,CO1OW4CgCjA,1620948612,44329.97931,44329.97931,575503,3443,6.371548766,5.85832712,"Photo by Markiplier on May 13, 2021. May be an image of 1 person and indoor.",no this isnt yancy,,,,,,,,,,,,0.423,0.577,0.0,-0.296
273,273,273,markiplier,9086425,75,1071,CM5AGVipIss,1616780386,44281.73595,44281.73595,765879,15448,8.598838377,5.85832712,"Photo by Markiplier on March 26, 2021. May be an image of one or more people, dog and outdoors.",Happy Birthday Chica ,,,,,,,,,,,,0.0,0.351,0.649,0.5719
274,274,274,markiplier,9086425,75,1071,CLKQrNPANLC,1613065345,44238.73779,44238.73779,338151,2708,3.751299328,5.85832712,,The best kind of love story is a self love story You can trust me on that I learned this hard lesson after being metaphorically stabbed in the back about 37 times by people I THOUGHT I could trust hahaha but thats all in the past And Im a better person for it Way better person really Better than them anyway In fact I realized that the only person who could truly appreciate the incredible person that is me is meLearn to love yourself with Self Love Story available at cloakbrandcom,,,,,,,,,,,,0.027,0.59,0.383,0.9924
275,275,275,markiplier,9086425,75,1071,CJbfOb4gHNY,1609347661,44195.709039999994,44195.709039999994,342802,3276,3.8087366589999996,5.85832712,, ,,,,,,,,,,,,0.0,0.0,0.0,0.0
276,276,276,SSSniperWolf,5253242,472,1565,CSSaQw_Bqt7,1628370382,44415.87942,44415.87942,422749,2213,8.089518815,8.739152572,"Photo by Lia on August 07, 2021. May be an image of 1 person, standing and indoor.",Phto dump,,,,,,,,,,,,0.722,0.278,0.0,-0.3818
277,277,277,SSSniperWolf,5253242,472,1565,CSAXvxDh7OO,1627765084,44408.873660000005,44408.873660000005,470491,8170,9.111725672999999,8.739152572,"Photo shared by Lia on July 31, 2021 tagging @balenciaga, and @goat. May be an image of 1 person, footwear and indoor.",CLOSED winners have been dmdIm giving away 500Â GOATÂ credit each to 2 winners so that you can get your favorite sneakersTo enter you MUST follow these steps1 FollowÂ GOAT  sssniperwolf2 Download the GOAT app link in bio3 Tag 2 friends in the comments belowWinners will be selected randomly and contacted by DM on Tuesday 83 Good luck,,,,,,,,,,,,0.0,0.674,0.326,0.969
278,278,278,SSSniperWolf,5253242,472,1565,CRZVRHOH7Ei,1626455161,44393.712510000005,44393.712510000005,494378,3600,9.479441457,8.739152572,"Photo by Lia on July 16, 2021. May be an image of 1 person, standing and outdoors.",NEW MERCH DROPU can get it now on ogwolfpackcom link in bio Design by crymsie,,,,,,,,,,,,0.0,1.0,0.0,0.0
279,279,279,SSSniperWolf,5253242,472,1565,CQEngHzDnRj,1623612595,44360.812439999994,44360.812439999994,391577,3280,7.516444131,8.739152572,"Photo by Lia on June 13, 2021. May be an image of 1 person, standing and footwear.",Afternoon tea Â ,,,,,,,,,,,,0.0,1.0,0.0,0.0
280,280,280,SSSniperWolf,5253242,472,1565,CP1J8gkD9ld,1623093782,44354.807660000006,44354.807660000006,416271,3306,7.987010688,8.739152572,"Photo shared by Lia on June 07, 2021 tagging @anastasiabeverlyhills, and @norvinacosmetics. May be an image of 1 person, standing and indoor.",Obsessed with this look we created for the NorvinaVol5 palette ad You can get it today from anastasiabeverlyhills,NorvinaVol5,ad,,,,,,,,,,0.086,0.812,0.102,0.0772
281,281,281,SSSniperWolf,5253242,472,1565,CPtdpQbjgSi,1622835675,44351.82031,44351.82031,394558,2621,7.560645407000001,8.739152572,"Photo by Lia on June 04, 2021. May be an image of 1 person and standing.",It was 3am and I wanted to do a Mahito inspired look ok jjk cosplay jujutsukaisen mahito,,,,,,,,,,,,0.0,0.707,0.293,0.6597
282,282,282,SSSniperWolf,5253242,472,1565,CPbSmn-jgPU,1622225906,44344.7628,44344.7628,420024,3332,8.058947218,8.739152572,"Photo shared by Lia on May 28, 2021 tagging @umbrawigs. May be an image of 1 person and standing.",Very happy with how this turned out here is my Nelliel cosplay from Bleach  Wig umbrawigs Mask vamplettes bleach bleachcosplay cosplay nelliel,,,,,,,,,,,,0.0,0.84,0.16,0.6115
283,283,283,SSSniperWolf,5253242,472,1565,CPGxsCJjYlG,1621537560,44336.79583,44336.79583,517127,3810,9.916485858,8.739152572,"Photo by Lia on May 20, 2021. May be an image of 1 person, standing and outdoors.",I put my phone on the bbq n took this,,,,,,,,,,,,0.0,1.0,0.0,0.0
284,284,284,SSSniperWolf,5253242,472,1565,COT3KsxDr_Y,1619829157,44317.02265,44317.02265,402762,2595,7.716320702999999,8.739152572,"Photo by Lia on April 30, 2021. May be an image of 1 person, standing, shorts and outdoors.",Its 100 today ,,,,,,,,,,,,0.0,1.0,0.0,0.0
285,285,285,SSSniperWolf,5253242,472,1565,CNvak76DWIw,1618606208,44302.86815,44302.86815,607768,6166,11.6867641,8.739152572,"Photo by Lia on April 16, 2021. May be an image of 1 person, body of water and text that says 'iser'.",Hola,,,,,,,,,,,,0.0,1.0,0.0,0.0
286,286,286,SSSniperWolf,5253242,472,1565,CL-WqKTjXC5,1614812503,44258.95953,44258.95953,430233,3981,8.265638628,8.739152572,"Photo by Lia on March 03, 2021. May be an image of 1 person, standing, car and road.",Lets play,,,,,,,,,,,,0.0,0.294,0.706,0.34
287,287,287,SSSniperWolf,5253242,472,1565,CKzqtyrDst-,1612306436,44229.95412,44229.95412,494038,4016,9.480888183,8.739152572,"Photo by Lia on February 02, 2021. May be an image of 1 person and standing.",They dont make em like they used to,,,,,,,,,,,,0.232,0.768,0.0,-0.2755
288,288,288,unboxtherapy,2218182,135,3418,CSzYnxYrgT5,1629476819,44428.685410000006,44428.685410000006,46719,224,2.116282613,1.875075324,"Photo by Lewis Hilsenteger on August 20, 2021. May be an image of 1 person, beard, sitting and indoor.",NEW VIDEO  SPACE TYCOONcheck channel ,,,,,,,,,,,,0.0,1.0,0.0,0.0
289,289,289,unboxtherapy,2218182,135,3418,CSmJbYvLu3g,1629032645,44423.5445,44423.5445,53710,282,2.4340653740000002,1.875075324,"Photo by Lewis Hilsenteger on August 15, 2021. May be a closeup of 1 person and beard.",Latest YouTube video got a little heated ,,,,,,,,,,,,0.0,1.0,0.0,0.0
290,290,290,unboxtherapy,2218182,135,3418,CSeYZ99r4aI,1628772062,44420.5285,44420.5285,82982,325,3.755643135,1.875075324,"Photo by Lewis Hilsenteger on August 12, 2021. May be an image of phone.",These are cool I dont care what Will says,,,,,,,,,,,,0.24,0.549,0.21,-0.0844
291,291,291,unboxtherapy,2218182,135,3418,CR1VnG9lU-K,1627394866,44404.58873,44404.58873,48874,262,2.215147359,1.875075324,"Photo by Lewis Hilsenteger on July 27, 2021.",First look nothing ear 1Unboxing is on the channel now,,,,,,,,,,,,0.0,1.0,0.0,0.0
292,292,292,unboxtherapy,2218182,135,3418,CRo2VbDFFS8,1626975815,44399.7386,44399.7386,70463,1456,3.2422497339999996,1.875075324,"Photo by Lewis Hilsenteger on July 22, 2021. May be an image of phone.",You can win one of these ,,,,,,,,,,,,0.0,0.568,0.432,0.5859
293,293,293,unboxtherapy,2218182,135,3418,CRoY9ZBl8mt,1626960413,44399.560339999996,44399.560339999996,52194,868,2.392139148,1.875075324,"Photo by Lewis Hilsenteger on July 22, 2021.",Tune into the livestream on Unbox Therapy in 30 minutes for your chance to win one of these OnePlus Nord 2 Good luck,,,,,,,,,,,,0.0,0.606,0.394,0.8934
294,294,294,unboxtherapy,2218182,135,3418,CRjdi_zFX3N,1626795215,44397.64832,44397.64832,10476,50,0.47453274799999995,1.875075324,,Ooooooh aorus_official  check the video if you havent yet,,,,,,,,,,,,0.0,1.0,0.0,0.0
295,295,295,unboxtherapy,2218182,135,3418,CRT77d6ljMk,1626274148,44391.61745,44391.61745,15184,230,0.694893386,1.875075324,,New video just hit the channel OPPO Reno 6 Pro Unboxing and Giveaway go check it out ,,,,,,,,,,,,0.0,1.0,0.0,0.0
296,296,296,unboxtherapy,2218182,135,3418,CRR2nV_lu7z,1626204209,44390.80797,44390.80797,20960,83,0.948659758,1.875075324,"Photo by Lewis Hilsenteger on July 13, 2021. May be an image of indoor.",The 32 Samsung M7 4K UHD Smart Monitor Check out the video on YouTube if you havent yet SamsungUS ad,ad,,,,,,,,,,,0.0,0.876,0.124,0.4019
297,297,297,unboxtherapy,2218182,135,3418,CQs9e6wlO9N,1624966296,44376.48028,44376.48028,27263,101,1.23362285,1.875075324,"Photo shared by Lewis Hilsenteger on June 29, 2021 tagging @nothing.",nothing,,,,,,,,,,,,0.0,1.0,0.0,0.0
298,298,298,unboxtherapy,2218182,135,3418,CQlpjbLLPK6,1624720967,44373.64082,44373.64082,51996,112,2.349130955,1.875075324,"Photo shared by Lewis Hilsenteger on June 26, 2021 tagging @petermckinnon. May be an image of 2 people and car.",New video ft petermckinnon and the Ford F150 Lightning Team put some work in go check the channel ,,,,,,,,,,,,0.0,1.0,0.0,0.0
299,299,299,unboxtherapy,2218182,135,3418,CQbf9gQF7zG,1624380393,44369.69899,44369.69899,14189,108,0.644536832,1.875075324,"Photo by Lewis Hilsenteger on June 22, 2021. May be an image of 1 person.",NEW VIDEO  this thing can play some GAMEZZZ go check the channel before it evaporates,,,,,,,,,,,,0.0,0.854,0.146,0.34
300,300,300,MKBHD,3053185,423,1675,CSzScUxrpDR,1629473579,44428.64791,44428.64791,77601,222,2.548912038,5.761041339,"Photo by Marques Brownlee on August 20, 2021. May be an image of 1 person, phone, screen and text.",The review is finally live Lets talk about the most ambitious phone of the year so far,,,,,,,,,,,,0.0,0.825,0.175,0.5256
301,301,301,MKBHD,3053185,423,1675,CSsQVRKrvki,1629237592,44425.91657,44425.91657,158240,1134,5.219926077,5.761041339,"Photo by Marques Brownlee on August 17, 2021. May be an image of text that says 'Goldman Sachs Ã£ÂÂ® mastercard Goldman Sachs O mastercard mastercard F utne W00'.",2 years of swipes and chip inserts finally ordered a replacement Apple card New resolution Use physical cards as little as possible,,,,,,,,,,,,0.0,1.0,0.0,0.0
302,302,302,MKBHD,3053185,423,1675,CShLTaZL-jn,1628865856,44421.614069999996,44421.614069999996,130474,539,4.291027239,5.761041339,"Photo by Marques Brownlee on August 13, 2021. May be an image of phone and screen.",This is one of those phones that has such high ambitions that its actually worse at some normal phone tasks while on the road to being able to do some things no other phones can do Ill explain more in the video but for now some pixels,,,,,,,,,,,,0.112,0.888,0.0,-0.5499
303,303,303,MKBHD,3053185,423,1675,CSb9lZsLY8Z,1628690891,44419.58902,44419.58902,196222,586,6.445990007000001,5.761041339,"Photo by Marques Brownlee on August 11, 2021. May be an image of phone and text that says '10 12 Mon, August 9 94%'.",Z Flip 3 I think is the first folding phone I can honestly start recommending to regular people Also it kinda looks like a Pixel doesnt it  check out the new handson video to see why ,,,,,,,,,,,,0.0,0.847,0.153,0.6395
304,304,304,MKBHD,3053185,423,1675,CSb9iX5LFgx,1628690867,44419.58874,44419.58874,165224,590,5.430853355,5.761041339,"Photo by Marques Brownlee on August 11, 2021. May be an image of saddle-stitched leather and purse.",Meet the new water resistant SPen supporting selfie camerahiding Z Fold 3 can you spot the invisible selfie camera Video handson is now live on the channel,,,,,,,,,,,,0.0,0.892,0.108,0.4404
305,305,305,MKBHD,3053185,423,1675,CSZSmazL9k-,1628601247,44418.55147,44418.55147,115548,388,3.7972150389999997,5.761041339,"Photo by Marques Brownlee on August 10, 2021. May be an image of 1 person and indoor.",Only 144 days left to make 2021 great,,,,,,,,,,,,0.0,0.631,0.369,0.6249
306,306,306,MKBHD,3053185,423,1675,CSFaqJ8r-nV,1627934383,44410.833139999995,44410.833139999995,157525,654,5.180786621,5.761041339,"Photo by Marques Brownlee on August 02, 2021. May be an image of car.",PLAIDs wrap is done Its matte black and shadow I dont know why I ever led you guys to believe it mightve gone differently ,,,,,,,,,,,,0.0,1.0,0.0,0.0
307,307,307,MKBHD,3053185,423,1675,CSE_lPKr744,1627920187,44410.66883,44410.66883,186607,1512,6.161401946,5.761041339,"Photo by Marques Brownlee on August 02, 2021. May be an image of phone.",Yo dawg I heard you wanted official Pixel 6 info So I got that for you And Pixel 6 Pro Check out the new video on the channel I think this new Tensor chip will have a huge affect on the future of the Pixel line,,,,,,,,,,,,0.0,0.944,0.056,0.3182
308,308,308,MKBHD,3053185,423,1675,CR9DIJCrauB,1627653610,44407.58345,44407.58345,211376,909,6.95290328,5.761041339,"Photo by Marques Brownlee on July 30, 2021. May be an image of car and road.",Electric Hummer in the house  Fun fact the windshield is so wide and short that it needs THREE windshield wipersTerrifying fact It weighs over 9000 pounds and will still do 060 in 3 seconds SHEESH,,,,,,,,,,,,0.0,0.909,0.091,0.5106
309,309,309,MKBHD,3053185,423,1675,CR12CS2rQOo,1627411865,44404.785469999995,44404.785469999995,426602,6849,14.19668314,5.761041339,"Photo by Marques Brownlee on July 27, 2021. May be a Twitter screenshot of 1 person and text that says 'Marques Brownlee @MKBHD .1d Today seems like a great day to launch a new channel 605 559 32K OnlyFans @OnlyFans 17h 153 527 17.8K Marques Brownlee @MKBHD Replying to @OnlyFans RELAX 9:36 PM 26 Jul 21 Twitter for Android View Tweet activity'.",Listen ,,,,,,,,,,,,0.0,1.0,0.0,0.0
310,310,310,MKBHD,3053185,423,1675,CRyxggTLWwM,1627308828,44403.592919999996,44403.592919999996,185133,789,6.089444302,5.761041339,"Photo by Marques Brownlee on July 26, 2021. May be an image of text that says 'DOPE'.",FaceID didnt workhuman_after_all5555,,,,,,,,,,,,0.0,1.0,0.0,0.0
311,311,311,MKBHD,3053185,423,1675,CRrZETqlB5r,1627061408,44400.72926,44400.72926,85390,629,2.817353026,5.761041339,,discordcomimaginediscordsponsored,,,,,,,,,,,,0.0,1.0,0.0,0.0
312,312,312,kayla_itsines,13255816,725,9866,CS2ZRUrBOUX,1629577835,44429.854569999996,44429.854569999996,5044,47,0.038405784,0.178414768,,WHO LOVES TRAINING ABS  If you want to put your core to the challenge try the 5 MOST ADVANCED ab exercises from my new HIIT Cardio  Abs program  Goodluck Its not just all mountain climbers and ab bikes in this program Ive included some of my favourite and most challenging ab exercises into this program to focus on working that core in a high intensity format You can complete all of these exercises at home with minimal equipment which means no excuses to get those abs burning Here are my 5 advanced ab exercises from HIIT Cardio  AbsAb Bike  Toe TapDumbbell BentLeg JackknifeCommando  Side PlankDecline Shoulder TapExtended PlankAlright try these out SWKCommunity and let me know what you think If you havent tried my new program yet head to the link in my bio and download the the Sweat app today to get startedwwwkaylaitsinescomCardioandAbsSweatMade SweatApp SweatwithKayla SWK SWKcommunity SweatCommunity Workout Fitness Abs HIIT HIITworkout,,,,,,,,,,,,0.014,0.883,0.104,0.9115
313,313,313,kayla_itsines,13255816,725,9866,CS1Uq-fhzig,1629541857,44429.438160000005,44429.438160000005,20186,108,0.153095064,0.178414768,"Photo by KAYLA ITSINES on August 21, 2021. May be an image of 1 person and indoor.",YES IM SMILING BUT MY ABS WERE ON FIRE On set shooting some more ab workouts from my new Cardio  Abs program earlier this week   One thing I have noticed is that I get SO many requests from people asking for ab finishes to do AFTER their workouts because ab exercises were left behindCore strength is absolutely fundamental when working out so it just made sense to make it a major part of my new HIIT Cardio  Abs programNot to mention my FAVOURITE thing about core strength is that it will actually help you feel stronger when completing other exercises too Theres no better feeling than feeling the burn in your core during a sweaty HIIT workout and if you agree then my new program is for YOUTo try my new HIIT Cardio  Abs program head to the link in my bio to use Sweats 7day free trial todayIll see you there SweatMade SWK SweatWithKayla SWKCommunity SweatApp Exercise Abs Workout Fitness hiitworkout abworkout wwwKaylaItsinescomCardioandAbs,,,,,,,,,,,,0.037,0.765,0.198,0.9832
314,314,314,kayla_itsines,13255816,725,9866,CSz0fZ7hkoP,1629491430,44428.854510000005,44428.854510000005,143134,654,1.084716324,0.178414768,"Photo by KAYLA ITSINES on August 20, 2021. May be an image of 1 person, child and standing.",ARNA BEING THE CUTEST Thats it    thats the post Just kidding  This is us going to our local coffee shop to get a babycino and marshmallow for her and my heart cant deal with it I have pretty much the same routine every weekend and it involves lots of family friends Arna and a whole lot of coffee We always do our friends and family breakfast at either of our two favourite cafes in Adelaide so we can all just sit down and catch up about our weeks over delicious food Arna is normally running around having the best time which means someone always has to be on the lookout for Arna Patrol basically just keeping her out of trouble Ill normally spend the rest of the day cleaning whilst Arna sleeps seeing my grandparents for more coffee and then heading to dinner at my parents house Then its movie night and bed Very low key weekend  its probably very different to other peoples weekends but it feels wholesome and I love it SWKcommunity I want to hear how you spend your weekends off Share it with the community below SweatwithKayla SWK SweatCommunity RestDays Coffee Weekend Brunch Cafe Breakfast Family,,,,,,,,,,,,0.026,0.856,0.118,0.9566
315,315,315,kayla_itsines,13255816,725,9866,CSyvyklLNIL,1629455430,44428.43785,44428.43785,8997,70,0.068400165,0.178414768,,HIIT CARDIO  ABS  FULL BODY WORKOUT  Yes my new program is finally here Im so excited to launch this program and I just know that all you HIIT fans out there are going to love itThis program is designed to be quick fast but highly efficient There are 3 weekly 30minute workouts plus express options so perfect for you ladies who want to still fit a great workout into your busy lifestyles Its suitable for an intermediate level of fitness and is exactly how I like to train fast intense and fun HIIT workouts are challenging but will absolutely leave you feeling energised and strong by the end of it And of course you are going to feel the BURN with these core focused workouts For this workout youll only need dumbbells and a bench or chair This program is designed to be completed at home with minimal equipment or at the gym wherever works best for YOU CIRCUIT ONEDumbbell Burpee 10 reps3Way Mountain Climber 30 secondsCIRCUIT TWOPushUp  Side Plank 12 reps 6 per sideX Hop 30 secondsCIRCUIT THREE SingleLeg Hip Thrust 60 seconds 30 seconds per sideDecline Shoulder Tap 30 secondsSitUp  Clap 30 secondsComplete three laps of each circuitCant wait to get started with this new HIIT program Head to the link in bio and download the Sweat app today to try a 7 day free trial and let me know how you go SweatMade fitness SweatwithKayla SWK SWKcommunity SweatCommunity Workout HIIT HighItensityTraining Gym AbswwwkaylaitsinescomCardioandAbs,,,,,,,,,,,,0.011,0.752,0.238,0.9967
316,316,316,kayla_itsines,13255816,725,9866,CSxPtLIjXNf,1629405161,44427.85603,44427.85603,4977,46,0.037892801000000004,0.178414768,,Loved chatting to these three amazing Sweat trainers about their new programs yesterday on Sweats IG live I especially loved that I finally got to introduce you all to Sweats newest trainer Monica We spoke about all things HIIT why we love it and what each new program is about We also chatted a little about what SweatMade means to us as well as launched a SWEAT COMPETITION giving you the chance to WIN one of 20 spots to a virtual training session with all four of us trainers  Take a listen to find out more and stay tuned across Sweats Instagram for the details on how to enter More info getsweatcomsweatmadeChontelDuncan BritanyWilliams trainwithmon  thanks for taking the time to chat with us If you want to try any of our new programs download Sweat using the 7 day free trial todaywwwkaylaitsinescomCardioandAbsSWK SWKcommunity SweatCommunity Sweat workout HIIT HIITWorkout SweatMade Competition,,,,,,,,,,,,0.0,0.784,0.216,0.9874
317,317,317,kayla_itsines,13255816,725,9866,CSwK4aOFeJM,1629368952,44427.43694,44427.43694,19432,119,0.147489977,0.178414768,"Photo by KAYLA ITSINES on August 19, 2021. May be an image of fruit.",SNACK IDEAS TO FUEL YOUR BODY WHEN DOING HIIT Take your pick What toast topping are you going for 1 Hummus  Avocado 2 Cream cheese  Raspberry Jam 3 Chocolate Peanut Butter  Apple 4 Almond Butter  Apple I choose all 4 please  What are you choosing SWKCommunityPS These are great breakfast or snack ideas to fuel your body for HIIT training If you are yet to try my new HIIT Cardio  Abs program download Sweat using the 7 day FREE trial today wwwkaylaitsinescomCardioandAbsSweatMade foodie SweatCommunity Food SweatwithKayla Snack HealthySnack workout fitness Toast Pic thedishonhealthy,,,,,,,,,,,,0.0,0.867,0.133,0.9106
318,318,318,kayla_itsines,13255816,725,9866,CSuq9F6hZZA,1629318658,44426.85484,44426.85484,11690,63,0.08866296900000001,0.178414768,,I AM CONFIDENT I AM CONSISTENTI AM STRONGI AM DETERMINEDI AM FEARLESSAND I AM SO PROUD OF ALL OF YOU LADIES I have absolutely LOVED seeing all of you sharing your SweatMade stories Its not all just about the physical changes you get from fitness its about how you FEEL about yourself and being proud of that Even more than this I love that you ladies are reflecting on yourselves and putting a spotlight on your own SweatMade words I want you to be giving your selfworth a workout at the same time and sometimes we dont take the time to take a look at how we have grown along the journey I want you to feel as good on the inside as you do on the outside And I want you to be proud of everything that you have worked towards and celebrate that YOU ARE ALL THESE SWEATMADE WORDS AND MORE I want to see YOUR SweatMade stories so keep it going SWKCommunity We are SweatMade Are you SWK SweatwithKayla Progress Fitness SweatCommunity sweatandsweet getfitelia staniala moorebalanced arny_life,,,,,,,,,,,,0.0,0.754,0.246,0.9929
319,319,319,kayla_itsines,13255816,725,9866,CStmLf4Bla_,1629282613,44426.43765,44426.43765,17331,136,0.131768576,0.178414768,,OW Who knew that your abs could burn this much My NEW HIIT Cardio  Abs program has just launched in the Sweat app and I cannot wait for you all to try itIf you are looking for a challenge these workouts have been designed with you in mind Its fast its quick but its definitely not easy This program is perfect for completing at home with minimal equipment but you can absolutely complete this in the gym too These exercises focus on strengthening your core so get ready to feel the burn Here are my 5 FAVOURITE AB exercises from my new program that will definitely give your core a workout Flutters Russian Twist Alternating Jackknife Side Plank  Oblique Crunch X Mountain ClimbersI think my abs are actually on fire after these exercises SWKCommunity have you tried my new program yet What are your favourite exercises from HIIT Cardio  Abs Let me know below SweatMade SweatwithKayla SWK SweatCommunity Workout SWKCommunity fitness wwwkaylaitsinescomCardioAndAbs,,,,,,,,,,,,0.035,0.824,0.141,0.9581
320,320,320,kayla_itsines,13255816,725,9866,CSsGJBWLJx8,1629232248,44425.854719999996,44425.854719999996,14706,79,0.11153594800000001,0.178414768,"Photo by KAYLA ITSINES on August 17, 2021. May be an image of text that says 'Being fit, healthy, it's only part of the story. Training isn't just about building a strong body, it's about giving you self self-worth a workout.'.",Strength comes in so many forms both physically and mentally Lifted that new PB you didnt think you could do Finally mastered your pushups Got that full chinup you have been trying to do for months Got your first full burpee INCREDIBLE However the physical changes that have happened might be why you started but its definitely not all youve gained Training builds your strength but it also brings out your determination perseverance your confidence in your abilities and your power Its getting that big rush of endorphins at the end of your workout the feeling of pride when you know youve smashed a goal your determination when you think you just cant get one more rep in I want you to feel PROUD when you achieve these things no matter how big or how small your goal isYOU worked hard to get to this point YOU kept going when it wasnt always easy YOU did this SweatMade SWK SWKCommunity SweatCommunity Motivation Quote FitnesswwwkaylaitsinescomCardioAndAbs,,,,,,,,,,,,0.053,0.742,0.206,0.9833
321,321,321,kayla_itsines,13255816,725,9866,CSrCEqPhQad,1629196575,44425.44184,44425.44184,6861,56,0.052180869000000005,0.178414768,,As a personal trainer I am lucky enough to see women work towards their goals every single day I love that I can be a small part of someones journey To encourage to support and to motivate my clients and community in search of a better stronger youOver the years Ive seen sweat smiles tears and moments of disbelief when new potential is unlocked Ive celebrated with you Cried with you And pushed through painful workouts with youWhether you train with me in person or in the Sweat app I am always here to cheer you on but remember it is YOU that is doing the workYOU are the one showing up for your workoutYOU are the one pushing past the excusesYOU are the one that is achieving the impossible and unlocking new potentialHonestly YOU are the reason Sweat exists And YOU are the core of what SweatMade is all about As your personal trainer I want to help as many of you ladies as possible on this journeyBecause the best version of you shes waiting to sweatI am SweatMade Are youSweatMade SWK SweatCommunity SweatApp SWKCommunity SweatWithKayla workout fitness health wwwkaylaitsinescomCardioandAbs,,,,,,,,,,,,0.025,0.809,0.166,0.9773
322,322,322,kayla_itsines,13255816,725,9866,CSphIlNBLiD,1629145858,44424.85484,44424.85484,8713,108,0.066544376,0.178414768,,SO if you havent heard already I just launched my new HIIT Cardio  Abs program in the Sweat App  and heres 5 reasons why I LOVE it So if youre watching this and thinking YEP I WANT TO DO THIS I LOVE HIIT Then youre probably right as I have designed this program for all the people out there that LOVE HIIT just as much as I do And for those that are curious to try it but are too intimidated I want you to remember that everyone starts somewhere HIIT isnt easy but you can learn to love it just as so many women in the SWKCommunity haveAll you need to do is try and you can do that for FREE right nowJust download Sweats using our 7day free trial  get ready for a fastpaced  fun workout with me as your trainer Link in bioIll see you there httpwwwkaylaitsinescomCardioandAbsSWK SWKCommunity SweatCommunity SweatApp Workout HIIT fitness,,,,,,,,,,,,0.038,0.724,0.237,0.9871
